,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y
12,0.4384765625,0.3154296875,0.6748046875,0.5830078125,0.9990234375,0.3759765625,0.5771484375,0.1806640625,0.9072265625,0.7880859375,0.3662109375,0.3486328125,0.0673828125,0.6025390625,0.7998046875,0.2763671875,0.7509765625,0.9384765625,0.1474609375,0.7568359375,0.1787109375,0.04890232102344614
13,0.9384765625,0.8154296875,0.1748046875,0.0830078125,0.4990234375,0.8759765625,0.0771484375,0.6806640625,0.4072265625,0.2880859375,0.8662109375,0.8486328125,0.5673828125,0.1025390625,0.2998046875,0.7763671875,0.2509765625,0.4384765625,0.6474609375,0.2568359375,0.6787109375,3.6141375114493917
14,0.6884765625,0.0654296875,0.9248046875,0.8330078125,0.2490234375,0.6259765625,0.8271484375,0.9306640625,0.1572265625,0.0380859375,0.6162109375,0.5986328125,0.3173828125,0.8525390625,0.0498046875,0.0263671875,0.0009765625,0.6884765625,0.8974609375,0.5068359375,0.4287109375,3.8083255822117295
15,0.1884765625,0.5654296875,0.4248046875,0.3330078125,0.7490234375,0.1259765625,0.3271484375,0.4306640625,0.6572265625,0.5380859375,0.1162109375,0.0986328125,0.8173828125,0.3525390625,0.5498046875,0.5263671875,0.5009765625,0.1884765625,0.3974609375,0.0068359375,0.9287109375,0.04408370387786406
16,0.1259765625,0.3779296875,0.9873046875,0.0205078125,0.0615234375,0.0634765625,0.5146484375,0.2431640625,0.9697265625,0.2255859375,0.0537109375,0.1611328125,0.5048828125,0.7900390625,0.4873046875,0.3388671875,0.4384765625,0.7509765625,0.2099609375,0.6943359375,0.2412109375,3.8684878266898273
17,0.6259765625,0.8779296875,0.4873046875,0.5205078125,0.5615234375,0.5634765625,0.0146484375,0.7431640625,0.4697265625,0.7255859375,0.5537109375,0.6611328125,0.0048828125,0.2900390625,0.9873046875,0.8388671875,0.9384765625,0.2509765625,0.7099609375,0.1943359375,0.7412109375,0.0032249943655993517
18,0.8759765625,0.1279296875,0.7373046875,0.2705078125,0.8115234375,0.8134765625,0.7646484375,0.9931640625,0.2197265625,0.9755859375,0.8037109375,0.9111328125,0.7548828125,0.5400390625,0.7373046875,0.0888671875,0.6884765625,0.5009765625,0.9599609375,0.9443359375,0.4912109375,4.151395294949402
19,0.3759765625,0.6279296875,0.2373046875,0.7705078125,0.3115234375,0.3134765625,0.2646484375,0.4931640625,0.7197265625,0.4755859375,0.3037109375,0.4111328125,0.2548828125,0.0400390625,0.2373046875,0.5888671875,0.1884765625,0.0009765625,0.4599609375,0.4443359375,0.9912109375,0.11305332837009971
20,0.2509765625,0.0029296875,0.3623046875,0.8955078125,0.4365234375,0.1884765625,0.8896484375,0.8681640625,0.0947265625,0.6005859375,0.9287109375,0.2861328125,0.8798828125,0.4150390625,0.1123046875,0.7138671875,0.0634765625,0.1259765625,0.8349609375,0.5693359375,0.1162109375,2.2154127526322283
21,0.7509765625,0.5029296875,0.8623046875,0.3955078125,0.9365234375,0.6884765625,0.3896484375,0.3681640625,0.5947265625,0.1005859375,0.4287109375,0.7861328125,0.3798828125,0.9150390625,0.6123046875,0.2138671875,0.5634765625,0.6259765625,0.3349609375,0.0693359375,0.6162109375,0.004852749070748477
22,0.5009765625,0.2529296875,0.1123046875,0.6455078125,0.6865234375,0.9384765625,0.6396484375,0.1181640625,0.8447265625,0.3505859375,0.1787109375,0.5361328125,0.6298828125,0.1650390625,0.8623046875,0.9638671875,0.8134765625,0.3759765625,0.0849609375,0.8193359375,0.3662109375,0.004154111264204466
23,0.0009765625,0.7529296875,0.6123046875,0.1455078125,0.1865234375,0.4384765625,0.1396484375,0.6181640625,0.3447265625,0.8505859375,0.6787109375,0.0361328125,0.1298828125,0.6650390625,0.3623046875,0.4638671875,0.3134765625,0.8759765625,0.5849609375,0.3193359375,0.8662109375,0.953793756127734
24,0.00146484375,0.37646484375,0.44775390625,0.48681640625,0.55712890625,0.84423828125,0.24169921875,0.58740234375,0.69677734375,0.67138671875,0.82177734375,0.92138671875,0.70654296875,0.33837890625,0.13232421875,0.85693359375,0.85498046875,0.19775390625,0.53857421875,0.34619140625,0.52490234375,0.018009730867542872
25,0.50146484375,0.87646484375,0.94775390625,0.98681640625,0.05712890625,0.34423828125,0.74169921875,0.08740234375,0.19677734375,0.17138671875,0.32177734375,0.42138671875,0.20654296875,0.83837890625,0.63232421875,0.35693359375,0.35498046875,0.69775390625,0.03857421875,0.84619140625,0.02490234375,0.03864636986094625
26,0.75146484375,0.12646484375,0.19775390625,0.23681640625,0.30712890625,0.09423828125,0.49169921875,0.33740234375,0.44677734375,0.42138671875,0.07177734375,0.17138671875,0.95654296875,0.08837890625,0.88232421875,0.60693359375,0.10498046875,0.44775390625,0.28857421875,0.09619140625,0.77490234375,1.1513117425990738
27,0.25146484375,0.62646484375,0.69775390625,0.73681640625,0.80712890625,0.59423828125,0.99169921875,0.83740234375,0.94677734375,0.92138671875,0.57177734375,0.67138671875,0.45654296875,0.58837890625,0.38232421875,0.10693359375,0.60498046875,0.94775390625,0.78857421875,0.59619140625,0.27490234375,0.4711627478380935
28,0.37646484375,0.00146484375,0.82275390625,0.61181640625,0.93212890625,0.96923828125,0.36669921875,0.46240234375,0.32177734375,0.04638671875,0.19677734375,0.54638671875,0.83154296875,0.96337890625,0.25732421875,0.23193359375,0.72998046875,0.82275390625,0.41357421875,0.47119140625,0.64990234375,0.6963057738198286
29,0.87646484375,0.50146484375,0.32275390625,0.11181640625,0.43212890625,0.46923828125,0.86669921875,0.96240234375,0.82177734375,0.54638671875,0.69677734375,0.04638671875,0.33154296875,0.46337890625,0.75732421875,0.73193359375,0.22998046875,0.32275390625,0.91357421875,0.97119140625,0.14990234375,0.006195632502444338
30,0.62646484375,0.25146484375,0.57275390625,0.86181640625,0.18212890625,0.21923828125,0.11669921875,0.71240234375,0.57177734375,0.79638671875,0.94677734375,0.29638671875,0.58154296875,0.71337890625,0.50732421875,0.48193359375,0.47998046875,0.57275390625,0.66357421875,0.22119140625,0.89990234375,0.22604203030662193
31,0.12646484375,0.75146484375,0.07275390625,0.36181640625,0.68212890625,0.71923828125,0.61669921875,0.21240234375,0.07177734375,0.29638671875,0.44677734375,0.79638671875,0.08154296875,0.21337890625,0.00732421875,0.98193359375,0.97998046875,0.07275390625,0.16357421875,0.72119140625,0.39990234375,1.2307979861889005
32,0.18896484375,0.18896484375,0.51025390625,0.04931640625,0.11962890625,0.53173828125,0.30419921875,0.39990234375,0.25927734375,0.98388671875,0.38427734375,0.98388671875,0.26904296875,0.65087890625,0.94482421875,0.16943359375,0.04248046875,0.88525390625,0.47607421875,0.03369140625,0.71240234375,0.09282417527103605
33,0.68896484375,0.68896484375,0.01025390625,0.54931640625,0.61962890625,0.03173828125,0.80419921875,0.89990234375,0.75927734375,0.48388671875,0.88427734375,0.48388671875,0.76904296875,0.15087890625,0.44482421875,0.66943359375,0.54248046875,0.38525390625,0.97607421875,0.53369140625,0.21240234375,0.3038451676892617
34,0.93896484375,0.43896484375,0.76025390625,0.29931640625,0.86962890625,0.28173828125,0.05419921875,0.64990234375,0.50927734375,0.23388671875,0.63427734375,0.23388671875,0.01904296875,0.90087890625,0.19482421875,0.41943359375,0.79248046875,0.63525390625,0.72607421875,0.28369140625,0.96240234375,0.33629396753125
35,0.43896484375,0.93896484375,0.26025390625,0.79931640625,0.36962890625,0.78173828125,0.55419921875,0.14990234375,0.00927734375,0.73388671875,0.13427734375,0.73388671875,0.51904296875,0.40087890625,0.69482421875,0.91943359375,0.29248046875,0.13525390625,0.22607421875,0.78369140625,0.46240234375,0.43094037703434834
36,0.31396484375,0.31396484375,0.13525390625,0.92431640625,0.49462890625,0.65673828125,0.17919921875,0.52490234375,0.63427734375,0.35888671875,0.50927734375,0.60888671875,0.14404296875,0.02587890625,0.56982421875,0.79443359375,0.41748046875,0.01025390625,0.60107421875,0.15869140625,0.58740234375,0.3555093110245871
37,0.81396484375,0.81396484375,0.63525390625,0.42431640625,0.99462890625,0.15673828125,0.67919921875,0.02490234375,0.13427734375,0.85888671875,0.00927734375,0.10888671875,0.64404296875,0.52587890625,0.06982421875,0.29443359375,0.91748046875,0.51025390625,0.10107421875,0.65869140625,0.08740234375,0.8352661278908481
38,0.56396484375,0.06396484375,0.38525390625,0.67431640625,0.74462890625,0.40673828125,0.42919921875,0.27490234375,0.38427734375,0.60888671875,0.25927734375,0.35888671875,0.39404296875,0.27587890625,0.31982421875,0.54443359375,0.66748046875,0.26025390625,0.35107421875,0.40869140625,0.83740234375,0.05457290554408525
39,0.06396484375,0.56396484375,0.88525390625,0.17431640625,0.24462890625,0.90673828125,0.92919921875,0.77490234375,0.88427734375,0.10888671875,0.75927734375,0.85888671875,0.89404296875,0.77587890625,0.81982421875,0.04443359375,0.16748046875,0.76025390625,0.85107421875,0.90869140625,0.33740234375,2.0584835929594227
40,0.09521484375,0.09521484375,0.04150390625,0.83056640625,0.77587890625,0.12548828125,0.71044921875,0.30615234375,0.79052734375,0.51513671875,0.79052734375,0.51513671875,0.11279296875,0.99462890625,0.47607421875,0.82568359375,0.07373046875,0.66650390625,0.25732421875,0.31494140625,0.24365234375,5.17254743674077
41,0.59521484375,0.59521484375,0.54150390625,0.33056640625,0.27587890625,0.62548828125,0.21044921875,0.80615234375,0.29052734375,0.01513671875,0.29052734375,0.01513671875,0.61279296875,0.49462890625,0.97607421875,0.32568359375,0.57373046875,0.16650390625,0.75732421875,0.81494140625,0.74365234375,0.018577480824487035
42,0.84521484375,0.34521484375,0.29150390625,0.58056640625,0.02587890625,0.87548828125,0.96044921875,0.55615234375,0.04052734375,0.26513671875,0.04052734375,0.26513671875,0.36279296875,0.74462890625,0.72607421875,0.57568359375,0.82373046875,0.91650390625,0.50732421875,0.06494140625,0.49365234375,0.5373778008217357
43,0.34521484375,0.84521484375,0.79150390625,0.08056640625,0.52587890625,0.37548828125,0.46044921875,0.05615234375,0.54052734375,0.76513671875,0.54052734375,0.76513671875,0.86279296875,0.24462890625,0.22607421875,0.07568359375,0.32373046875,0.41650390625,0.00732421875,0.56494140625,0.99365234375,0.5644033042633649
44,0.47021484375,0.47021484375,0.66650390625,0.20556640625,0.65087890625,0.00048828125,0.83544921875,0.68115234375,0.16552734375,0.14013671875,0.16552734375,0.89013671875,0.48779296875,0.36962890625,0.10107421875,0.20068359375,0.44873046875,0.29150390625,0.63232421875,0.43994140625,0.11865234375,0.016470498377928095
45,0.97021484375,0.97021484375,0.16650390625,0.70556640625,0.15087890625,0.50048828125,0.33544921875,0.18115234375,0.66552734375,0.64013671875,0.66552734375,0.39013671875,0.98779296875,0.86962890625,0.60107421875,0.70068359375,0.94873046875,0.79150390625,0.13232421875,0.93994140625,0.61865234375,2.1745769767478285
46,0.72021484375,0.22021484375,0.91650390625,0.45556640625,0.40087890625,0.75048828125,0.58544921875,0.43115234375,0.91552734375,0.89013671875,0.91552734375,0.14013671875,0.23779296875,0.11962890625,0.85107421875,0.45068359375,0.69873046875,0.04150390625,0.38232421875,0.18994140625,0.36865234375,0.33020490671874386
47,0.22021484375,0.72021484375,0.41650390625,0.95556640625,0.90087890625,0.25048828125,0.08544921875,0.93115234375,0.41552734375,0.39013671875,0.41552734375,0.64013671875,0.73779296875,0.61962890625,0.35107421875,0.95068359375,0.19873046875,0.54150390625,0.88232421875,0.68994140625,0.86865234375,0.5658591732040102
48,0.15771484375,0.28271484375,0.97900390625,0.64306640625,0.33837890625,0.43798828125,0.77294921875,0.74365234375,0.22802734375,0.82763671875,0.47802734375,0.57763671875,0.92529296875,0.05712890625,0.66357421875,0.13818359375,0.76123046875,0.47900390625,0.69482421875,0.00244140625,0.05615234375,0.8131892397308906
49,0.65771484375,0.78271484375,0.47900390625,0.14306640625,0.83837890625,0.93798828125,0.27294921875,0.24365234375,0.72802734375,0.32763671875,0.97802734375,0.07763671875,0.42529296875,0.55712890625,0.16357421875,0.63818359375,0.26123046875,0.97900390625,0.19482421875,0.50244140625,0.55615234375,0.12891660521339682
50,0.90771484375,0.03271484375,0.72900390625,0.89306640625,0.58837890625,0.68798828125,0.52294921875,0.49365234375,0.97802734375,0.07763671875,0.72802734375,0.32763671875,0.67529296875,0.30712890625,0.41357421875,0.38818359375,0.01123046875,0.22900390625,0.44482421875,0.25244140625,0.30615234375,1.8590012323556346
51,0.40771484375,0.53271484375,0.22900390625,0.39306640625,0.08837890625,0.18798828125,0.02294921875,0.99365234375,0.47802734375,0.57763671875,0.22802734375,0.82763671875,0.17529296875,0.80712890625,0.91357421875,0.88818359375,0.51123046875,0.72900390625,0.94482421875,0.75244140625,0.80615234375,0.04015449347823846
52,0.28271484375,0.15771484375,0.35400390625,0.26806640625,0.21337890625,0.31298828125,0.64794921875,0.36865234375,0.85302734375,0.45263671875,0.60302734375,0.95263671875,0.55029296875,0.68212890625,0.78857421875,0.76318359375,0.63623046875,0.60400390625,0.31982421875,0.12744140625,0.18115234375,0.35118658647007883
53,0.78271484375,0.65771484375,0.85400390625,0.76806640625,0.71337890625,0.81298828125,0.14794921875,0.86865234375,0.35302734375,0.95263671875,0.10302734375,0.45263671875,0.05029296875,0.18212890625,0.28857421875,0.26318359375,0.13623046875,0.10400390625,0.81982421875,0.62744140625,0.68115234375,1.7369237027668416
54,0.53271484375,0.40771484375,0.10400390625,0.01806640625,0.96337890625,0.56298828125,0.89794921875,0.61865234375,0.10302734375,0.70263671875,0.35302734375,0.20263671875,0.80029296875,0.93212890625,0.03857421875,0.51318359375,0.38623046875,0.85400390625,0.56982421875,0.37744140625,0.43115234375,0.1480765083911505
55,0.03271484375,0.90771484375,0.60400390625,0.51806640625,0.46337890625,0.06298828125,0.39794921875,0.11865234375,0.60302734375,0.20263671875,0.85302734375,0.70263671875,0.30029296875,0.43212890625,0.53857421875,0.01318359375,0.88623046875,0.35400390625,0.06982421875,0.87744140625,0.93115234375,0.1398753851180272
56,0.04833984375,0.14208984375,0.77587890625,0.93994140625,0.66650390625,0.20361328125,0.94482421875,0.22802734375,0.30615234375,0.65576171875,0.71240234375,0.12451171875,0.75341796875,0.66650390625,0.86669921875,0.77880859375,0.96435546875,0.24462890625,0.89794921875,0.86181640625,0.82177734375,5.297239490750196
57,0.54833984375,0.64208984375,0.27587890625,0.43994140625,0.16650390625,0.70361328125,0.44482421875,0.72802734375,0.80615234375,0.15576171875,0.21240234375,0.62451171875,0.25341796875,0.16650390625,0.36669921875,0.27880859375,0.46435546875,0.74462890625,0.39794921875,0.36181640625,0.32177734375,0.02456513182553275
58,0.79833984375,0.39208984375,0.52587890625,0.68994140625,0.41650390625,0.95361328125,0.69482421875,0.97802734375,0.55615234375,0.40576171875,0.46240234375,0.87451171875,0.50341796875,0.91650390625,0.11669921875,0.52880859375,0.21435546875,0.49462890625,0.14794921875,0.61181640625,0.57177734375,0.028090429415289764
59,0.29833984375,0.89208984375,0.02587890625,0.18994140625,0.91650390625,0.45361328125,0.19482421875,0.47802734375,0.05615234375,0.90576171875,0.96240234375,0.37451171875,0.00341796875,0.41650390625,0.61669921875,0.02880859375,0.71435546875,0.99462890625,0.64794921875,0.11181640625,0.07177734375,3.1911704862372017
60,0.42333984375,0.26708984375,0.40087890625,0.06494140625,0.79150390625,0.07861328125,0.56982421875,0.85302734375,0.68115234375,0.03076171875,0.33740234375,0.49951171875,0.62841796875,0.04150390625,0.74169921875,0.15380859375,0.58935546875,0.86962890625,0.02294921875,0.98681640625,0.94677734375,0.206815009158289
61,0.92333984375,0.76708984375,0.90087890625,0.56494140625,0.29150390625,0.57861328125,0.06982421875,0.35302734375,0.18115234375,0.53076171875,0.83740234375,0.99951171875,0.12841796875,0.54150390625,0.24169921875,0.65380859375,0.08935546875,0.36962890625,0.52294921875,0.48681640625,0.44677734375,0.6956900206432598
62,0.67333984375,0.01708984375,0.15087890625,0.31494140625,0.04150390625,0.82861328125,0.81982421875,0.10302734375,0.43115234375,0.78076171875,0.58740234375,0.74951171875,0.87841796875,0.29150390625,0.49169921875,0.40380859375,0.33935546875,0.61962890625,0.77294921875,0.73681640625,0.69677734375,1.7323511101212135
63,0.17333984375,0.51708984375,0.65087890625,0.81494140625,0.54150390625,0.32861328125,0.31982421875,0.60302734375,0.93115234375,0.28076171875,0.08740234375,0.24951171875,0.37841796875,0.79150390625,0.99169921875,0.90380859375,0.83935546875,0.11962890625,0.27294921875,0.23681640625,0.19677734375,0.04477877537806138
64,0.23583984375,0.45458984375,0.21337890625,0.50244140625,0.22900390625,0.39111328125,0.50732421875,0.79052734375,0.74365234375,0.96826171875,0.02490234375,0.06201171875,0.19091796875,0.35400390625,0.05419921875,0.21630859375,0.15185546875,0.93212890625,0.08544921875,0.54931640625,0.88427734375,0.020112123521304637
65,0.73583984375,0.95458984375,0.71337890625,0.00244140625,0.72900390625,0.89111328125,0.00732421875,0.29052734375,0.24365234375,0.46826171875,0.52490234375,0.56201171875,0.69091796875,0.85400390625,0.55419921875,0.71630859375,0.65185546875,0.43212890625,0.58544921875,0.04931640625,0.38427734375,2.1628016898933127
66,0.98583984375,0.20458984375,0.46337890625,0.75244140625,0.97900390625,0.64111328125,0.75732421875,0.04052734375,0.49365234375,0.21826171875,0.77490234375,0.81201171875,0.44091796875,0.10400390625,0.80419921875,0.46630859375,0.90185546875,0.68212890625,0.83544921875,0.79931640625,0.63427734375,0.3975733494845243
67,0.48583984375,0.70458984375,0.96337890625,0.25244140625,0.47900390625,0.14111328125,0.25732421875,0.54052734375,0.99365234375,0.71826171875,0.27490234375,0.31201171875,0.94091796875,0.60400390625,0.30419921875,0.96630859375,0.40185546875,0.18212890625,0.33544921875,0.29931640625,0.13427734375,0.05682530009740955
68,0.36083984375,0.07958984375,0.58837890625,0.37744140625,0.35400390625,0.26611328125,0.88232421875,0.16552734375,0.36865234375,0.34326171875,0.89990234375,0.43701171875,0.31591796875,0.97900390625,0.42919921875,0.84130859375,0.27685546875,0.05712890625,0.96044921875,0.67431640625,0.75927734375,0.16558137254429023
69,0.86083984375,0.57958984375,0.08837890625,0.87744140625,0.85400390625,0.76611328125,0.38232421875,0.66552734375,0.86865234375,0.84326171875,0.39990234375,0.93701171875,0.81591796875,0.47900390625,0.92919921875,0.34130859375,0.77685546875,0.55712890625,0.46044921875,0.17431640625,0.25927734375,1.0523182080796742
70,0.61083984375,0.32958984375,0.83837890625,0.12744140625,0.60400390625,0.51611328125,0.63232421875,0.91552734375,0.61865234375,0.59326171875,0.14990234375,0.68701171875,0.06591796875,0.72900390625,0.67919921875,0.59130859375,0.52685546875,0.30712890625,0.21044921875,0.92431640625,0.50927734375,0.26078868481155987
71,0.11083984375,0.82958984375,0.33837890625,0.62744140625,0.10400390625,0.01611328125,0.13232421875,0.41552734375,0.11865234375,0.09326171875,0.64990234375,0.18701171875,0.56591796875,0.22900390625,0.17919921875,0.09130859375,0.02685546875,0.80712890625,0.71044921875,0.42431640625,0.00927734375,1.2679490082138585
72,0.07958984375,0.36083984375,0.74462890625,0.34619140625,0.88525390625,0.79736328125,0.47607421875,0.88427734375,0.21240234375,0.56201171875,0.68115234375,0.46826171875,0.40966796875,0.01025390625,0.52294921875,0.81005859375,0.24560546875,0.65087890625,0.17919921875,0.83056640625,0.41552734375,0.4175839469983166
73,0.57958984375,0.86083984375,0.24462890625,0.84619140625,0.38525390625,0.29736328125,0.97607421875,0.38427734375,0.71240234375,0.06201171875,0.18115234375,0.96826171875,0.90966796875,0.51025390625,0.02294921875,0.31005859375,0.74560546875,0.15087890625,0.67919921875,0.33056640625,0.91552734375,0.7206400229742428
74,0.82958984375,0.11083984375,0.99462890625,0.09619140625,0.13525390625,0.04736328125,0.22607421875,0.13427734375,0.96240234375,0.31201171875,0.43115234375,0.71826171875,0.15966796875,0.26025390625,0.27294921875,0.56005859375,0.99560546875,0.90087890625,0.92919921875,0.58056640625,0.16552734375,10.627679023478747
75,0.32958984375,0.61083984375,0.49462890625,0.59619140625,0.63525390625,0.54736328125,0.72607421875,0.63427734375,0.46240234375,0.81201171875,0.93115234375,0.21826171875,0.65966796875,0.76025390625,0.77294921875,0.06005859375,0.49560546875,0.40087890625,0.42919921875,0.08056640625,0.66552734375,0.001673229011766011
76,0.45458984375,0.23583984375,0.11962890625,0.72119140625,0.51025390625,0.92236328125,0.10107421875,0.00927734375,0.83740234375,0.18701171875,0.30615234375,0.09326171875,0.03466796875,0.63525390625,0.89794921875,0.18505859375,0.37060546875,0.27587890625,0.80419921875,0.95556640625,0.29052734375,0.43106712944284087
77,0.95458984375,0.73583984375,0.61962890625,0.22119140625,0.01025390625,0.42236328125,0.60107421875,0.50927734375,0.33740234375,0.68701171875,0.80615234375,0.59326171875,0.53466796875,0.13525390625,0.39794921875,0.68505859375,0.87060546875,0.77587890625,0.30419921875,0.45556640625,0.79052734375,0.3966018644220222
78,0.70458984375,0.48583984375,0.36962890625,0.97119140625,0.26025390625,0.17236328125,0.35107421875,0.75927734375,0.08740234375,0.93701171875,0.55615234375,0.84326171875,0.28466796875,0.88525390625,0.14794921875,0.43505859375,0.62060546875,0.02587890625,0.05419921875,0.70556640625,0.04052734375,0.05248976308502273
79,0.20458984375,0.98583984375,0.86962890625,0.47119140625,0.76025390625,0.67236328125,0.85107421875,0.25927734375,0.58740234375,0.43701171875,0.05615234375,0.34326171875,0.78466796875,0.38525390625,0.64794921875,0.93505859375,0.12060546875,0.52587890625,0.55419921875,0.20556640625,0.54052734375,0.46721978306651596
80,0.14208984375,0.04833984375,0.30712890625,0.15869140625,0.44775390625,0.60986328125,0.03857421875,0.07177734375,0.77490234375,0.87451171875,0.11865234375,0.40576171875,0.59716796875,0.94775390625,0.33544921875,0.24755859375,0.93310546875,0.46337890625,0.86669921875,0.51806640625,0.35302734375,2.9834591374885724
81,0.64208984375,0.54833984375,0.80712890625,0.65869140625,0.94775390625,0.10986328125,0.53857421875,0.57177734375,0.27490234375,0.37451171875,0.61865234375,0.90576171875,0.09716796875,0.44775390625,0.83544921875,0.74755859375,0.43310546875,0.96337890625,0.36669921875,0.01806640625,0.85302734375,0.060153767451139276
82,0.89208984375,0.29833984375,0.05712890625,0.40869140625,0.69775390625,0.35986328125,0.28857421875,0.82177734375,0.02490234375,0.12451171875,0.86865234375,0.65576171875,0.84716796875,0.69775390625,0.58544921875,0.49755859375,0.18310546875,0.21337890625,0.11669921875,0.76806640625,0.10302734375,1.119920014806589
83,0.39208984375,0.79833984375,0.55712890625,0.90869140625,0.19775390625,0.85986328125,0.78857421875,0.32177734375,0.52490234375,0.62451171875,0.36865234375,0.15576171875,0.34716796875,0.19775390625,0.08544921875,0.99755859375,0.68310546875,0.71337890625,0.61669921875,0.26806640625,0.60302734375,0.13858099941864868
84,0.26708984375,0.42333984375,0.93212890625,0.78369140625,0.07275390625,0.73486328125,0.41357421875,0.94677734375,0.14990234375,0.49951171875,0.99365234375,0.03076171875,0.97216796875,0.32275390625,0.21044921875,0.87255859375,0.55810546875,0.58837890625,0.24169921875,0.64306640625,0.47802734375,0.7595293429180415
85,0.76708984375,0.92333984375,0.43212890625,0.28369140625,0.57275390625,0.23486328125,0.91357421875,0.44677734375,0.64990234375,0.99951171875,0.49365234375,0.53076171875,0.47216796875,0.82275390625,0.71044921875,0.37255859375,0.05810546875,0.08837890625,0.74169921875,0.14306640625,0.97802734375,0.23086159994598315
86,0.51708984375,0.17333984375,0.68212890625,0.53369140625,0.82275390625,0.48486328125,0.16357421875,0.19677734375,0.89990234375,0.74951171875,0.24365234375,0.78076171875,0.72216796875,0.07275390625,0.96044921875,0.62255859375,0.30810546875,0.83837890625,0.99169921875,0.89306640625,0.22802734375,0.015782693868214747
